idx,xunet_prob_stego,srnet_prob_stego,xunet_detected,srnet_detected,detected_any,secret_psnr_y,ber_secret,mask_mean,alpha
62,0.3671875,0.2286376953125,0,0,0,32.59562301635742,0.020772298797965,0.72216796875,0.0596151202917099
63,0.4775390625,0.232177734375,0,0,0,31.63729476928711,0.0281219482421875,0.720703125,0.0596151202917099
64,0.423095703125,0.348388671875,0,0,0,34.7518310546875,0.0432078056037426,0.72021484375,0.0596151202917099
65,0.4248046875,0.347412109375,0,0,0,30.177553176879883,0.0448201522231102,0.7197265625,0.0596151202917099
66,0.43212890625,0.325439453125,0,0,0,34.0196533203125,0.0205942802131176,0.71826171875,0.0596151202917099
67,0.43505859375,0.3369140625,0,0,0,30.59701919555664,0.0477854423224926,0.71923828125,0.0596151202917099
68,0.380859375,0.2470703125,0,0,0,33.30654525756836,0.0015716552734375,0.72119140625,0.0596151202917099
69,0.42626953125,0.26953125,0,0,0,30.189861297607425,0.0294545497745275,0.71875,0.0596151202917099
70,0.460205078125,0.42822265625,0,0,0,30.528432846069336,0.0128936767578125,0.71875,0.0596151202917099
71,0.32958984375,0.31787109375,0,0,0,30.78967666625977,0.0205332450568676,0.71923828125,0.0596151202917099
72,0.42529296875,0.29345703125,0,0,0,33.01362228393555,0.0163828544318676,0.72119140625,0.0596151202917099
73,0.44580078125,0.34765625,0,0,0,32.18076705932617,0.0386199951171875,0.71923828125,0.0596151202917099
74,0.394775390625,0.27587890625,0,0,0,32.36177444458008,0.0145009364932775,0.71923828125,0.0596151202917099
75,0.4248046875,0.2181396484375,0,0,0,29.433948516845703,0.0393269881606102,0.72119140625,0.0596151202917099
76,0.334716796875,0.28076171875,0,0,0,33.03505325317383,0.0102895107120275,0.71875,0.0596151202917099
77,0.49951171875,0.35400390625,0,0,0,33.972007751464844,0.0098368329927325,0.720703125,0.0596151202917099
78,0.5166015625,0.33642578125,1,0,1,28.82363510131836,0.0225830078125,0.72265625,0.0596151202917099
79,0.469482421875,0.25439453125,0,0,0,28.59507751464844,0.0355987548828125,0.7197265625,0.0596151202917099
80,0.461669921875,0.3779296875,0,0,0,31.308603286743164,0.0160776786506176,0.720703125,0.0596151202917099
81,0.3701171875,0.338623046875,0,0,0,33.151058197021484,0.0163421630859375,0.71923828125,0.0596151202917099
82,0.474365234375,0.3447265625,0,0,0,29.090614318847656,0.0347391776740551,0.71923828125,0.0596151202917099
83,0.281005859375,0.3056640625,0,0,0,35.239044189453125,0.0212504081428051,0.71923828125,0.0596151202917099
84,0.383544921875,0.295166015625,0,0,0,29.946014404296875,0.0364888533949852,0.71826171875,0.0596151202917099
85,0.342529296875,0.302734375,0,0,0,30.87349319458008,0.0631815642118454,0.72119140625,0.0596151202917099
86,0.433837890625,0.373046875,0,0,0,26.373313903808597,0.1452535092830658,0.72021484375,0.0596151202917099
87,0.36376953125,0.338623046875,0,0,0,31.39632225036621,0.0379282645881176,0.71923828125,0.0596151202917099
88,0.4560546875,0.298583984375,0,0,0,34.48627853393555,0.0068715414963662,0.7177734375,0.0596151202917099
89,0.4697265625,0.32080078125,0,0,0,29.999086380004883,0.063262939453125,0.72412109375,0.0596151202917099
90,0.427978515625,0.349853515625,0,0,0,31.29403686523437,0.01732381246984,0.7216796875,0.0596151202917099
91,0.4208984375,0.239013671875,0,0,0,30.93597412109375,0.00909423828125,0.7177734375,0.0596151202917099
92,0.410888671875,0.314453125,0,0,0,36.13618469238281,0.0036875407677143,0.7177734375,0.0596151202917099
93,0.423583984375,0.36962890625,0,0,0,31.840145111083984,0.0155741376802325,0.72021484375,0.0596151202917099
94,0.463134765625,0.334228515625,0,0,0,28.705846786499023,0.02812703512609,0.71923828125,0.0596151202917099
95,0.30126953125,0.29638671875,0,0,0,33.80609893798828,0.0069071454927325,0.71923828125,0.0596151202917099
96,0.496826171875,0.288818359375,0,0,0,34.117488861083984,0.0070902509614825,0.720703125,0.0596151202917099
97,0.4296875,0.364501953125,0,0,0,30.68348693847656,0.038238525390625,0.7197265625,0.0596151202917099
98,0.46337890625,0.32470703125,0,0,0,34.43959045410156,0.0354359969496727,0.7216796875,0.0596151202917099
99,0.51513671875,0.343017578125,1,0,1,27.688913345336918,0.0645701140165329,0.72119140625,0.0596151202917099
